file name,service,ms.date in Acom,ms.date in Acn,wacn.date,status,no update in Acom,new article for existing services,removed in Acom,should update but not update,exception
active-directory-aadconnectsync-understanding-users-and-contacts.md,active directory,10/10/2016,10/10/2016,10/31/2016,Most Fresh,False,False,False,False,False
active-directory-aadconnectsync-whatis.md,active directory,08/29/2016,08/29/2016,10/11/2016,Most Fresh,True,False,False,False,False
active-directory-aadconnectsyncservice-duplicate-attribute-resiliency.md,active directory,09/29/2016,09/29/2016,10/31/2016,Most Fresh,False,False,False,False,False
active-directory-aadconnectsyncservice-features.md,active directory,08/22/2016,08/22/2016,11/21/2016,Most Fresh,True,False,False,False,False
active-directory-add-company-branding.md,active directory,09/30/2016,09/30/2016,10/31/2016,Most Fresh,False,False,False,False,False
active-directory-add-domain-add-users.md,active directory,10/04/2016,10/04/2016,10/31/2016,Most Fresh,False,False,False,False,False
active-directory-add-domain-concepts.md,active directory,10/04/2016,10/04/2016,10/31/2016,Most Fresh,False,False,False,False,False
active-directory-add-domain-federated.md,active directory,10/04/2016,10/04/2016,11/21/2016,Most Fresh,False,False,False,False,False
active-directory-add-domain.md,active directory,09/30/2016,09/30/2016,10/31/2016,Most Fresh,False,False,False,False,False
active-directory-add-manage-domain-names.md,active directory,10/04/2016,10/04/2016,10/31/2016,Most Fresh,False,False,False,False,False
active-directory-adfs-in-azure-with-azure-traffic-manager.md,active directory,09/01/2016,09/01/2016,10/25/2016,Most Fresh,True,False,False,False,False
active-directory-administer.md,active directory,10/10/2016,10/10/2016,11/30/2016,Most Fresh,False,False,False,False,False
active-directory-administrative-units-management.md,active directory,08/23/2016,08/23/2016,10/11/2016,Most Fresh,True,False,False,False,False
active-directory-app-gallery-listing.md,active directory,09/16/2016,09/16/2016,10/11/2016,Most Fresh,False,False,False,False,False
active-directory-application-manifest.md,active directory,10/11/2016,10/11/2016,10/31/2016,Most Fresh,False,False,False,False,False
active-directory-application-objects.md,active directory,08/10/2016,08/10/2016,10/11/2016,Most Fresh,True,False,False,False,False
active-directory-applications-guiding-developers-assigning-users.md,active directory,08/15/2015,08/15/2015,10/11/2016,Most Fresh,True,False,False,False,False
active-directory-applications-guiding-developers-for-lob-applications.md,active directory,08/03/2016,08/03/2016,09/05/2016,Fresh,True,False,False,False,False
active-directory-applications-guiding-developers-requiring-user-assignment.md,active directory,10/09/2015,10/09/2015,06/24/2016,Abandon,True,False,False,False,False
active-directory-appmodel-v2-overview.md,active directory,09/27/2016,09/27/2016,11/30/2016,Most Fresh,False,False,False,False,False
active-directory-apps-index.md,active directory,09/02/2016,09/02/2016,10/11/2016,Most Fresh,True,False,False,False,False
active-directory-appssoaccess-enable-hybrid-access.md,active directory,,02/10/2016,06/24/2016,Abandon,False,False,True,None,False
active-directory-appssoaccess-whatis.md,active directory,08/15/2016,08/15/2016,11/30/2016,Most Fresh,True,False,False,False,False
active-directory-assign-admin-roles.md,active directory,08/31/2016,08/31/2016,10/11/2016,Most Fresh,True,False,False,False,False
active-directory-authentication-libraries.md,active directory,10/11/2016,10/11/2016,10/31/2016,Most Fresh,False,False,False,False,False
active-directory-authentication-protocols.md,active directory,09/16/2016,09/16/2016,10/11/2016,Most Fresh,False,False,False,False,False
active-directory-authentication-scenarios.md,active directory,09/16/2016,09/16/2016,11/30/2016,Most Fresh,False,False,False,False,False
active-directory-branding-guidelines.md,active directory,06/23/2016,06/23/2016,08/22/2016,State,True,False,False,False,False
active-directory-certificate-based-authentication-android.md,active directory,10/10/2016,10/10/2016,11/21/2016,Most Fresh,False,False,False,False,False
active-directory-certificate-based-authentication-ios.md,active directory,08/02/2016,08/02/2016,10/11/2016,Most Fresh,True,False,False,False,False
active-directory-code-samples.md,active directory,09/16/2016,09/16/2016,10/11/2016,Most Fresh,False,False,False,False,False
active-directory-configurable-token-lifetimes.md,active directory,10/06/2016,10/06/2016,10/31/2016,Most Fresh,False,True,False,False,False
active-directory-create-users-external.md,active directory,09/22/2016,09/22/2016,11/21/2016,Most Fresh,False,False,False,False,False
active-directory-create-users-reset-password.md,active directory,08/23/2016,08/23/2016,10/11/2016,Most Fresh,True,False,False,False,False
active-directory-create-users.md,active directory,09/22/2016,09/22/2016,10/31/2016,Most Fresh,False,False,False,False,False
active-directory-deploying-ws-ad-guidelines.md,active directory,09/27/2016,09/27/2016,10/31/2016,Most Fresh,False,False,False,False,False
active-directory-dev-glossary.md,active directory,08/31/2016,08/31/2016,10/11/2016,Most Fresh,True,False,False,False,False
active-directory-dev-understanding-oauth2-implicit-grant.md,active directory,08/17/2016,08/17/2016,10/11/2016,Most Fresh,True,False,False,False,False
active-directory-developers-guide.md,active directory,10/11/2016,10/11/2016,11/21/2016,Most Fresh,False,False,False,False,False
active-directory-devhowto-appsource-certified.md,active directory,09/22/2016,09/22/2016,11/21/2016,Most Fresh,False,False,False,False,False
active-directory-devhowto-multi-tenant-overview.md,active directory,10/11/2016,10/11/2016,11/21/2016,Most Fresh,False,True,False,False,False
active-directory-devquickstarts-android.md,active directory,09/16/2016,09/16/2016,10/11/2016,Most Fresh,False,False,False,False,False
active-directory-devquickstarts-angular.md,active directory,09/16/2016,09/16/2016,10/11/2016,Most Fresh,False,False,False,False,False
active-directory-devquickstarts-cordova.md,active directory,09/16/2016,09/16/2016,11/21/2016,Most Fresh,False,False,False,False,False
active-directory-devquickstarts-dotnet.md,active directory,09/16/2016,09/16/2016,10/11/2016,Most Fresh,False,False,False,False,False
active-directory-devquickstarts-headless-java.md,active directory,09/16/2016,09/16/2016,10/17/2016,Most Fresh,False,False,False,False,False
active-directory-devquickstarts-ios.md,active directory,09/16/2016,09/16/2016,10/17/2016,Most Fresh,False,False,False,False,False
active-directory-devquickstarts-openidconnect-nodejs.md,active directory,08/15/2016,08/15/2016,10/17/2016,Most Fresh,True,False,False,False,False
active-directory-devquickstarts-webapi-dotnet.md,active directory,09/16/2016,09/16/2016,10/17/2016,Most Fresh,False,False,False,False,False
active-directory-devquickstarts-webapi-nodejs.md,active directory,09/16/2016,09/16/2016,10/17/2016,Most Fresh,False,False,False,False,False
active-directory-devquickstarts-webapp-dotnet.md,active directory,09/16/2016,09/16/2016,10/17/2016,Most Fresh,False,False,False,False,False
active-directory-devquickstarts-webapp-java.md,active directory,09/16/2016,09/16/2016,10/17/2016,Most Fresh,False,False,False,False,False
active-directory-devquickstarts-windowsphone.md,active directory,09/16/2016,09/16/2016,10/17/2016,Most Fresh,False,False,False,False,False
active-directory-devquickstarts-windowsstore.md,active directory,09/16/2016,09/16/2016,10/17/2016,Most Fresh,False,False,False,False,False
active-directory-devquickstarts-xamarin.md,active directory,09/16/2016,09/16/2016,10/17/2016,Most Fresh,False,False,False,False,False
active-directory-dotnet-how-to-use-access-control.md,active directory,,12/05/2015,04/28/2016,Abandon,False,False,True,None,False
active-directory-editions.md,active directory,09/09/2016,09/09/2016,10/17/2016,Most Fresh,True,False,False,False,False
active-directory-enable-sso-scenario.md,active directory,10/10/2016,10/10/2016,10/31/2016,Most Fresh,False,False,False,False,False
active-directory-error-handling.md,active directory,,05/31/2016,07/26/2016,Abandon,False,False,True,None,False
active-directory-faq.md,active directory,08/16/2016,08/16/2016,11/21/2016,Most Fresh,True,False,False,False,False
active-directory-federation-metadata.md,active directory,10/03/2016,10/03/2016,11/08/2016,Most Fresh,False,False,False,False,False
active-directory-federation-sha256-guidance.md,active directory,08/01/2016,08/01/2016,08/29/2016,State,True,False,False,False,False
active-directory-get-started.md,active directory,,05/16/2016,06/21/2016,Abandon,False,False,True,None,False
active-directory-graph-api-quickstart.md,active directory,09/16/2016,09/16/2016,10/17/2016,Most Fresh,False,False,False,False,False
active-directory-graph-api.md,active directory,09/16/2016,09/16/2016,10/17/2016,Most Fresh,False,False,False,False,False
active-directory-how-applications-are-added.md,active directory,02/09/2016,02/09/2016,07/19/2016,Abandon,True,False,False,False,False
active-directory-how-subscriptions-associated-directory.md,active directory,08/15/2016,08/15/2016,09/05/2016,Fresh,True,False,False,False,False
active-directory-how-to-integrate.md,active directory,09/16/2016,09/16/2016,10/17/2016,Most Fresh,False,False,False,False,False
active-directory-howto-tenant.md,active directory,09/28/2015,09/28/2015,11/21/2016,Most Fresh,True,False,False,False,False
active-directory-install-replica-active-directory-domain-controller.md,active directory,09/30/2016,09/30/2016,11/17/2016,Most Fresh,False,False,False,False,False
active-directory-integrating-applications-getting-started.md,active directory,02/09/2016,02/09/2016,06/23/2016,Abandon,True,False,False,False,False
active-directory-integrating-applications.md,active directory,10/11/2016,10/11/2016,11/30/2016,Most Fresh,False,False,False,False,False
active-directory-java-authenticate-users-access-control-eclipse.md,active directory,08/11/2016,08/11/2016,09/05/2016,Fresh,True,False,False,False,False
active-directory-java-view-saml-returned-by-access-control.md,active directory,08/11/2016,08/11/2016,09/05/2016,Fresh,True,False,False,False,False
active-directory-known-networks.md,active directory,10/10/2016,10/10/2016,11/08/2016,Most Fresh,False,False,False,False,False
active-directory-learn-map.md,active directory,,04/26/2016,06/23/2016,Abandon,False,False,True,None,False
active-directory-licensing-directory-independence.md,active directory,08/23/2016,08/23/2016,10/17/2016,Most Fresh,True,False,False,False,False
active-directory-licensing-what-is.md,active directory,08/23/2016,08/23/2016,10/17/2016,Most Fresh,True,False,False,False,False
active-directory-manage-groups.md,active directory,08/10/2016,08/10/2016,09/05/2016,Fresh,True,False,False,False,False
active-directory-manage-o365-subscription.md,active directory,08/23/2016,08/23/2016,10/17/2016,Most Fresh,True,False,False,False,False
active-directory-manage-passwords.md,active directory,08/23/2016,08/23/2016,10/17/2016,Most Fresh,True,False,False,False,False
active-directory-managing-access-to-apps.md,active directory,10/13/2016,10/13/2016,11/08/2016,Most Fresh,False,False,False,False,False
active-directory-new-forest-virtual-machine.md,active directory,10/10/2016,10/10/2016,11/08/2016,Most Fresh,False,False,False,False,False
active-directory-next-steps.md,active directory,,05/16/2016,06/27/2016,Abandon,False,False,True,None,False
active-directory-oauth-best-practices.md,active directory,,05/31/2016,08/22/2016,State,False,False,True,None,False
active-directory-passwords-best-practices.md,active directory,07/12/2016,07/12/2016,08/22/2016,State,True,False,False,False,False
active-directory-passwords-customize.md,active directory,08/03/2016,08/03/2016,11/30/2016,Most Fresh,True,False,False,False,False
active-directory-passwords-faq.md,active directory,07/12/2016,07/12/2016,08/22/2016,State,True,False,False,False,False
active-directory-passwords-get-insights.md,active directory,07/12/2016,07/12/2016,11/21/2016,Most Fresh,True,False,False,False,False
active-directory-passwords-getting-started.md,active directory,10/05/2016,10/05/2016,11/08/2016,Most Fresh,False,False,False,False,False
active-directory-passwords-how-it-works.md,active directory,07/12/2016,07/12/2016,08/22/2016,State,True,False,False,False,False
active-directory-passwords-learn-more.md,active directory,07/12/2016,07/12/2016,08/22/2016,State,True,False,False,False,False
active-directory-passwords-policy.md,active directory,10/04/2016,10/04/2016,11/08/2016,Most Fresh,False,False,False,False,False
active-directory-passwords-set-expiration-policy.md,active directory,10/04/2016,10/04/2016,11/08/2016,Most Fresh,False,False,False,False,False
active-directory-passwords-troubleshoot.md,active directory,08/12/2016,08/12/2016,09/05/2016,Fresh,True,False,False,False,False
active-directory-passwords-update-your-own-password.md,active directory,08/30/2016,08/30/2016,11/30/2016,Most Fresh,True,False,False,False,False
active-directory-passwords.md,active directory,10/13/2016,10/13/2016,11/08/2016,Most Fresh,False,False,False,False,False
active-directory-protocols-oauth-code.md,active directory,10/03/2016,10/03/2016,11/08/2016,Most Fresh,False,False,False,False,False
active-directory-protocols-oauth-service-to-service.md,active directory,10/03/2016,10/03/2016,11/08/2016,Most Fresh,False,False,False,False,False
active-directory-protocols-openid-connect-code.md,active directory,10/03/2016,10/03/2016,11/08/2016,Most Fresh,False,False,False,False,False
active-directory-protocols.md,active directory,,06/06/2016,07/26/2016,Abandon,False,False,True,None,False
active-directory-saml-claims-customization.md,active directory,02/26/2016,02/26/2016,06/27/2016,Abandon,True,False,False,False,False
active-directory-saml-debugging.md,active directory,02/09/2016,02/09/2016,06/27/2016,Abandon,True,False,False,False,False
active-directory-saml-protocol-reference.md,active directory,06/23/2016,06/23/2016,08/22/2016,State,True,False,False,False,False
active-directory-scim-provisioning.md,active directory,02/09/2016,02/09/2016,04/28/2016,Abandon,True,False,False,False,False
active-directory-securing-privileged-access.md,active directory,07/14/2016,07/14/2016,11/22/2016,Most Fresh,True,False,False,False,False
active-directory-self-service-signup.md,active directory,08/23/2016,08/23/2016,10/17/2016,Most Fresh,True,False,False,False,False
active-directory-service-limits-restrictions.md,active directory,08/23/2016,08/23/2016,10/17/2016,Most Fresh,True,False,False,False,False
active-directory-sharing-accounts.md,active directory,02/09/2016,02/09/2016,06/27/2016,Abandon,True,False,False,False,False
active-directory-signing-key-rollover.md,active directory,07/18/2016,07/18/2016,11/21/2016,Most Fresh,True,False,False,False,False
active-directory-single-sign-on-protocol-reference.md,active directory,10/03/2016,10/03/2016,11/08/2016,Most Fresh,False,False,False,False,False
active-directory-single-sign-out-protocol-reference.md,active directory,10/03/2016,10/03/2016,11/08/2016,Most Fresh,False,False,False,False,False
active-directory-sso-android.md,active directory,09/16/2016,09/16/2016,10/25/2016,Most Fresh,False,False,False,False,False
active-directory-sso-certs.md,active directory,02/09/2016,02/09/2016,07/19/2016,Abandon,True,False,False,False,False
